comments
曼高德的风格依旧，叙事偏慢并且弥漫点飘忽不确定的氛围，但是剧本烂透了！X战警系列就是讲一群超人活在自我怀疑和迫害中，美式超英片九成都是这个主题，美国人脑子有问题么？这片也还是这个老一套，金刚狼变一倒霉催的邋遢男扶老携幼逃亡公路片，严重套路，哪怕全片就是从头到尾杀人都更有趣味好吗
其实讲的是中年危机，上有老，下有小，荣耀不再，能力衰退，劳累过后，感觉身体被掏空了。
消极的英雄在人物塑造上非常的精彩，把超级英雄电影与西部片、公路片之类的类型片元素融合，赋予片子完全不一样的气质，很讨厌的是国内删掉14分钟，让片子整体的节奏有点奇怪，总觉得high不起来，更可恶的是片尾字幕还删了7分钟。三星半
系列最佳，五星奖励。其实不是Wolverine 3而是真正的Logan。能用西部片的悲壮苍凉去注入并非凡人的超级英雄的最后故事，这样的不同很是喜欢。中途看到“爷爷”Charles，“爸爸”Logan，“女儿”Laura，多希望还能这么演下去。给Hugh叔这么多年道一声辛苦，你终于可以卸下重任，吃你喜欢的TimTam啦。
X的末日。一个你们全都不在的未来，一段醒不了的历史，一段没能被听见的遗言，一艘注定无法登上的逐日号，一条不舍昼夜的河。
悲情英雄落幕…这18年我们经历过三任蜘蛛侠，三任蝙蝠侠，三任绿巨人，但只有他一任金刚狼。
"暮狼結合X-23起源改編的狼叔收官作。比前2部金鋼狼個人電影好太多。一大一小是鏡子也是彼此救贖。認真說好故事，放R級做不能再對! 直面暴力殺戮的殘酷與影響。這次是公路+西部片，致敬原野奇俠並互文。逼哭我的是那句""羅根，我們的陽光號""...有說年份但顯然設定相悖，應是獨立時空，不像接逆轉未來那條"
一部真正的后超级英雄电影，没有奇装异服，没有夸张的超能力战斗，剩下的就是对迟暮英雄老态毫无保留的描写。在现实语境下，对幻想的漫画世界，抱着致敬与反思的态度。这个系列能走到这一步，真的很难得。
特喜欢这片子的调性，既不像迪斯尼漫威的嘻嘻哈哈，又不是DC那种苦大仇深强装的暗黑，可以说是最有人情味的超级英雄电影。这片的“近未来”设计也有意思，等发碟要好好看看2029年的集装箱设计，侧板竟然来了个水平逆浪型！
电影节最后一场，因嗜血而有了午夜疯狂的味道，狼叔插穿第一人的脑袋时还有人兴奋地吹起口哨。一面是两个老英雄的情怀牌，一面是R级片的纵情杀戮，暴力萝莉最亮眼。farewell logan
过了那么多年经历了那么多事最后就埋在无名的小土堆里，太心酸了。(;´༎ຶД༎ຶ`)
前半段真好看，后半段越来越萎
No Country for Old Men
英雄迟暮，壮心已死，超级英雄从天上落回地面，换来的是虐心告别。其实最伤感的不是永别和悲情，而是电影将观众带入了一个英雄不在的世界，当年的风光却换来的是析骸而爨的生活，才是最痛之处。再见狼叔和教授，小狼大赞， 先打四星，看了完整版之后，在考虑要不要调整到五星
X战警系列从FIrst class开始就部部精彩，看一部就少一部，心痛。  这次遗憾没有老万来搅基，仍5分期待！
被豆瓣评分骗得最惨的一次，两星给小姑娘的演技。
朝着乐观的方面去想，既然其他X战警的故事在本片里可以以漫画的形式存在，说不定本片中发生的事在其他故事线里也仅仅是一部电影而已。脑补了一个不存在的片尾彩蛋：身为电影发烧友的凤凰女、小队长等人走出影院，手里捧着没吃完的爆米花，边走边交流观后感：“看来第三部也不总是最烂的。”
剧情诸多不合逻辑，感觉导演是为了写死他们，制造悲伤剧情而故意拍之。感觉有侮辱大众智商的嫌疑。一直认为拍电影要符合人的基本逻辑，不应该为了电影而电影，其中也不能为了悲剧而悲剧，为了娱乐而娱乐，为了文艺而文艺。总之电影请尊重普众智商，遵循基本伦理。
即便在X战警中，也顶天立地、数一数二的汉子，终于让我们看到他的衰老与不堪。其他人可以说穿越就穿越，说改时间线就改时间线，只有他一个人，承受了反复几段最蹉跎最痛苦的回忆。他理应得到安息，“原来死亡是这种感觉”，终于泪崩。
绝世英雄的死，也并非一声巨响，唯有一阵呜咽。有个人肯在坟前落泪，那就是好的死亡。
这是一部独立电影，跟金刚狼1、2都没啥关系，这么看，会好很多。而且没想到漫威玩悲情玩文艺，比DC要求强多了，对我的冲击可谓措手不及，泪流满面
3.5。1.金刚狼惨烈落幕，所有伤口终将入土为安。2.薪火相传之作，特效无用之作，血淋淋的肉搏便是世间所有，直至咽下最后一口气。3.狼叔父女、X教授组队变种人公路之旅，萝莉凶猛套路依然百用不厌。4.阉割版好和谐，结尾高潮戏拍得有气无力，狼叔之死远远不如漫画原作中恢弘壮怀，着实有点可惜。
金刚狼式老人哀伤…
想不到一部超级英雄电影可以拍成这样
只有大哭。只有大哭。
"不属于X战警宇宙的独立电影，这也是为什么《逆转未来》2023年变种人迎来空前盛世，《金刚狼3》2029年变种人就消失殆尽。
也正是没有电影宇宙的束缚，《金刚狼3》才能如此无拘无束、放纵不羁。
以讲好一个故事为目标，而不需要考虑可能会吃设定、和其它电影产生冲突的问题。
2029年，金刚狼已经接近200岁，纵然是有艾德曼合金也抵挡不住岁月的摧残，战斗力大不如前，自愈能力也每况愈下。
再厉害的反派都打不倒他，这一次他却真的倒下了。
打败他的不是别人，正是X-24，一个更年轻的“自己”。人最大的敌人就是自己。
杀死他的不是反派，而是时间。时间才是武功最高的存在。
你老了，就落伍了，就逐渐被时间长河所淹没。
X教授、金刚狼、X-23同框的一幕很感人，如同三世同堂。
X教授是金刚狼的老师，更像是他的父亲；
X-23并非自然降生，但却是他的女儿。"
我就搞不明白怎么总有人在笑，笑点是有多低？？真他妈破坏气氛。
最终章的情怀和泪点的目标观众终究还是系列忠粉，我这种路人虽然也一部不落，但面对如此拖沓而无新意的情节，只能跟老金刚狼一样全程倦容。小狼女的战斗力忽高忽低，真是个谜。
什么超级英雄电影，简直是文艺片，看着Logan一瘸一拐的样子，每分每秒都想哭。好喜欢小姑娘，静若鲁尼玛拉，动如killing machine。
好难看……
三星半。最喜欢的是农场之夜那一整段，包括那场晚餐以及随后的腥风血雨，那晚的混乱开始后，真能让人感到现场那种的血腥与可怕。这个故事可以说是新旧两条线索的相遇，旧力量的衰弱，新力量的崛起，老英雄不再那样强大，而未来依旧存有年轻的希望。其实终究还是会那样，人、角色会更迭，但故事永远待续
No Country for Old X-Men
人肉叉烧父女档，萝莉身手无敌赞。英雄迟暮感比天启盖房子更动人。然而金刚狼系列的首要成功指标，还是是否拍出了用铁爪捅人脑袋的快感。本片（未删减版）做到了，从天灵盖捅，从耳朵捅，从下巴捅，附带捅腋窝，横削脑袋等等。尤其是略带风情的拉丁小萝莉来捅，更显别有风味。#人类真是变态
就像参加一场老朋友的葬礼…
他明明知道血清注射要适量，仍执拗地一针到底。不是大无畏，也不是不怕死，只是在不需要英雄的时代，他需要以这样一种方式誓死捍卫尊严。狼爪既是盔甲也是软肋，既是责任也是负担。当曾经叱咤的枭雄带着病痛饮恨落幕，后世传颂的仍是他们的风华正茂。对那遗传了双爪的女孩，他没有温柔，仍有这份英勇。
其实我最不理解的是，明明金刚狼拥有自愈能力，也意味着他能长生不老，但为什么就非得衰老，战斗力下降，把他演死那？这样的设定真的很没劲。
#137分钟完整版#《金刚狼》系列最佳，以往花哨大场面都没了，只剩小打小闹，但爪爪到肉，血浆四溅，无比狂野！小狼女演技好前途无量。同样自己打自己，R级狼叔比PG13阿诺好看多了！不可否认中段节奏不济让人昏睡，有点故事不够悲情硬凑的感觉，最后十变成X会让无数粉丝泪崩。7.4/10
我妈问我看了啥电影，我就给她简介了一下，我妈沉思片刻，说，一个单身爸爸上有老下有小，两头难顾，这么惨，可见结婚真的很重要。…………大叉男系列真不愧是超英片中的家庭片，家庭片中的超英片。
悲壮伤感又充满了希望，对于这个人物这个系列而言，这大概是最好的结局了，把老派西部片的风格嫁接到这位孤胆英雄上，也可以说再好不过了，总体水平大概可以称得上X战警系列最佳之一。
1.最后结尾确实催泪2.再一次跪服在“剪片员”的剪刀手下，把最高潮那段杀戮给删了（旁边一哥们还在纳闷怎么金刚狼打了药后只是跑了会儿就不行了，他却不知道金刚狼打针后单刀赴会大开杀戒最精彩的那段被吃了），这删的都影响观影逻辑了，不跪服都不行…3.大叔配萝莉永不过时4.哭吧哭吧不是罪
毫无疑问，这是最好的一部金刚狼，甚至可以说是最好的一部超级英雄电影，跳出了漫威无脑的大场面和DC的强行暗黑系，反而更像是一部现实主义题材的公路电影。英雄迟暮，上有老下有小，敌人倒不是最可怕的，最可怕的对手是生活和时间。休·杰克曼贡献了最优秀的表演，许多细节处差点泪目。
又一部换了类型片外壳的漫改佳作。诺兰版蝙蝠侠让漫画角色在真实的社会观里承受种种拷问，而金刚狼的告别则更像一次对超级英雄人生观的自我发掘与直面，始于虚构，终于现实，残忍而凄美。与其说谢幕，不如说这是为XMEN系列旧人旧事提前谱写的尾声一章，寄托着传承与新生的希望。（彻底迷上X23妹子啦）
不仅仅是最好的金刚狼电影。它是一部难得的好电影，从各个方面来讲。肯定是我今年十佳之一。但虐得太狠了，虐老狼还能说是他的完满谢幕，虐老教授虐那么夸张是要干什么？！心都碎了QAQ 现在想起来仍然很不好。而金刚狼，我只认休叔这一只。【院线删减版影响观感，等蓝光
希望一切都停留在那天清晨，狼叔睁开眼，孩子们围在他身边，替他刮胡子。劳拉喊了他一声“爸爸”。
《金刚狼3：殊死一战》：网友说泪别狼叔很虐，但它分明虐的是观众的忍耐力。跟金刚狼的烈士暮年相对应的，是全片情节的缺乏张力，把调子搞得这么沉重，让这两个多小时无比漫长。小姑娘一脸狰狞，不招人稀罕。别把责任归咎到剪刀手上，这血腥程度已经够意思了，摈榔树再怎么长也结不出人参果是吧。★★
"喜歡金鋼狼的鐵漢柔情
結局真的太遺憾了"
祖孙三代 天煞孤星 大写的惨！
墨西哥和加拿大之间，有人类商业片近百年来的大部分套路。
海边曼彻斯特的金刚狼。——Oh.That's how it feels like.年度最心碎台词。
边上两个女生几次流泪，确实挺感人，明明知道假的那么没节操的时间线却还是被带入，这就是电影的魅力吧
我从来不为超级英雄电影去贡献票房，看完却发现这部超级英雄电影有点不一样，是可以贡献票房的。英雄末路，如美人迟暮一样感伤，朱颜辞镜花辞树，最是人间留不住。
战警十七年 暮狼留挽歌 让我默默想到我们离2043这个听上去很科幻的年份已经比1990年还要近了。。。
三星完全是给狼叔这个招牌面子。都最后一战了，就不能速战速决么，卖煽情和文艺到烦。晚年的查尔斯沦落到只有暮狼相伴，这俩加那帮小变种人越战斗越让我觉得作为人类灭了他们是对的。累赘冗长的剧情，无力脸谱化的反派，一点也不超级英雄，不能传道和传承的X-men最好就这么去了再也别回来。
好好好。老年人活着就是没什么价值了对么？所以还不如来个悲情的绝唱么？虽然电影很好看，但真的希望各位变种人不要有这种不得好死的结果！现实真的已经很残酷了，我们普通人已经活得很累了，让变种人幸福一点好么？这个电影让我这种没有安全感的人再次加深了要好好制定养老计划的信念。
整片就是在卖惨。剧情特效全部滚一边，怎么惨怎么来。可是我们过得也很惨啊，就想去电影院释放“超人自我”，不是去跟一个美国优步司机比惨的好吗？！
战斗是为了不必再战斗。
这个杀手不太冷之超能力版本
看完真心酸，如果翻译成《暮狼归乡》该有多好。想到那个留着长发英俊帅气的X教授变成光头再变老再生病而且失去了一切存在的意义，想到金刚狼从野人到学校的得意门生再到一个带着爸爸和女儿浪迹天涯的uber司机，英雄迟暮，一切都结束了。
冷静客观地说，这绝对是一部好电影。然而作为粉丝，我完全无法接受自己爱了这么多年的角色最后落得如此下场。确乎悲壮，然而个人感受到更多的是凄惨与毫无希望的未来。全程捂着嘴暴哭，最后一幕简直心在滴血，没有人知道我是怀着怎样的心情打这个五星的，我恨官方
迟暮的老狼+成长中的小狼。很羡慕观影从头哭到尾的观众，不是反话，这样的题材也能哭到不行，是幸福的——说明容易满足。
我还以为这辈子我都不会替漫威说一句好话了呢……其实连我这个DC迷心里都清楚，能救的漫威的只有罗根和帕克。
"前半段节奏感混乱后半段英雄落幕式悲壮，12分钟的删减片段对电影观感影响非常之大，就像前后两部分是两个导演一样，割裂感太强。
埋葬老X教授那场戏狼叔奉献了生平最佳表演之一，伤痕累累止不住颤抖的拳头，只有休叔演了十几年年金刚狼才有这么准确的拿捏。"
教授和金刚狼，一个凄凉一个悲壮。
比美人白头更残酷的，就只有英雄迟暮了。泪点满满，出了电影院，冷风一激灵，发觉更残酷的是，只有金刚狼才会变成暮年金刚狼，大部分人只会变成普通老男人，向中年危机低下发量稀疏的头。
#daily#这个岛上中国巨幕开幕后第一次有2D场。开场司机穿越到大卫·柯南伯格《大都会》去了。后面是《这个杀手不太冷》合体《人类之子》。如果整个X系列都拍成这样的侠骨软情的话，节奏大概会像《行尸走肉》一样难看……但这个安可却是喧嚣中取静，难得不同路数的超级英雄电影。
怎么讲，我实在不想用“英雄不死，只是迟暮”这样的口水话来总结，尽管电影就是这么个意思。但漫威电影，只有这一部算是达到人性的深度了。人没有好坏，只有加害和被害，狼叔最后交待女儿的一句话是：“不要成为你恨的他们。”那就算是给今天的世界祈愿和平了，问题是，这种政治正确，今天的人类需要吗
三星完全是给狼叔这个招牌面子。都最后一战了，就不能速战速决么，卖煽情和文艺到烦。晚年的查尔斯沦落到只有暮狼相伴，这俩加那帮小变种人越战斗越让我觉得作为人类灭了他们是对的。累赘冗长的剧情，无力脸谱化的反派，一点也不超级英雄，不能传道和传承的X-men最好就这么去了再也别回来。
我在影院等到最后，等着他用爪子刨开坟墓
变种人转职滴滴司机喜当爹，公然对抗执法机关终丧命。
开场一段后摇差点就陷进去了，OST:1.Main Titles。@CGV
悲凉……我不明白，为什么超级英雄的电影要拍的这么现实，老年痴呆？他有着世界上最好的大脑啊，苟延残喘？他是不老不死的金刚狼啊？为什么为什么为什么？那个超级英雄的时代过去了吗？新的时代会来临吗？
最后那个十字架太催泪了
一直很喜欢金刚狼系列，不知道还有没有续！
在洛杉矶的时候满街都是Logan的巨幅海报，就像整个城市都在为他送行。
除了情怀还有啥？
你们当然值得最终那一次有尊严的死亡。对我来说这部并不虐，反而如同临终关怀一般的体贴，当我们已经老去而所爱所熟悉的一切都已经逝去的时候，一个有尊严的死亡难道不是对我们最大的体贴吗？但Charles，他最后哭着说自己不值得这一切的地方才是我爆哭的地方。23号演的太好了，小女孩可爱。
哭得我脑仁疼，虐得我想骂脏话。心碎了，妈的。
我朝这个阉割版的第三幕简直0分水准
卖情怀的电影，可我还是哭了。英雄迟暮神马的太他妈伤怀了。
约了一个大帅比一起看，我洗澡理发又洗澡，5:20的电影约5点电影院见我4:40就到了，他5:22才到！进场罗根正在清理子弹，边看电影边期待他牵我手边诅咒隔壁叭叭讨论剧情的婊子猝死，最终没有牵手婊子也没死！罗根死我哭的泪雨滂沱妆都花了心想罗根都没了去他妈的男人吧去他妈的约会吧！
【为了抵制大陆删减特意跑澳门看，在此竖国际手势。】影片的反类型和写实真的很成功，几乎可以看做是一部非超英动作片，非常与众不同。用尽一切能用的手法来表现卢根的暮年悲剧，极尽平凡人化的塑造，让这个角色完成了一次完满的告别与传承。血腥杀戮很直观，但似乎也没什么好删的，搞不懂。
漫天的黄沙和苍凉的公路，让这个最终曲从片头就奠定了悲壮的基调。几乎脱离了科幻片的类型，没有特效堆积，全片散发着的粗粝、狂野气息让罗根不再是超级英雄，而是《原野奇侠》里的老牛仔。再见即谢幕，挥手作献礼，这也是X教授的告别书，劳拉的新篇章。面对衰老这个命题时，人生早已写好结局。痛哭。
迟暮的老狼+成长中的小狼。很羡慕观影从头哭到尾的观众，不是反话，这样的题材也能哭到不行，是幸福的——说明容易满足。
3.5 抛去“狼叔谢幕”的巨型悲情主题，其实还是普通漫威大片套路，甚至觉得导演可能对原野奇侠有什么误解吗... 分成R级大概也必要，内容类似“北达科塔一家上演悲剧，年迈父亲携幼女手刃失常长子”之类，当然手刃是最大卖点。休叔太帅啦，加的半星给最开头的贱贱，希望以后彩蛋全都在片头
4 非常烦躁被删减 但不妨碍我哭成傻逼 Charles看得我措手不及 and that's how a family ends 多次对比是多重重击 提醒观众there's always an ending to every legend. 
情怀多于精彩。一到终结章就冒出来这么多在影院哭到晕厥的粉丝，可怕。情怀营销估计还有三年才能在中国过时。
一直期待狼爪最后破坟而出，并没有，差评。
文艺金刚狼。愚蠢又暴躁的金刚狼演得他自己都不适，选择死亡了。虽然金刚狼每部都在讲他自己多么令人讨厌，但是这部还是有新鲜感的：一个已经够难看了，还要3个。一群少年xmen围攻boyd一个人的时候，人类丑恶的嘴脸啊：你无法反抗你的本性
3.9星。1.又名《金刚狼：团灭》2.无法想象有天X教授如此落魄，金刚狼戴花镜，连几个人类都搞不定。3.休杰克曼在本片的表演是奥斯卡影帝候选级别的。4.内地版动作戏不爽。5.老万去哪了？6.超级英雄片的人文新高度。7.有泪点不算煽情。四大泪点：父女牵手、护士的录像、边境小伙伴的团聚以及最后的“X”
完全不懂嗨点在哪儿，这不就是一部平凡无奇带着点lowlow的格调的B级片吗？
比预想的好很多，宾馆屠戮那段很赞。X-Men 系列在我看来是每个与众不同的人试图与一个同世界格格不入的自己和解的过程，而且这个过程的结果很可能并不美好，任何终结这个过程的意外都可能发生。这是一个比其他超级英雄电影中描述的世界更为真实的世界。
除去暴力血腥的外衣，和英雄迟暮的故事情结，我看到的内核是教授在黑暗中的忏悔，他所渴望的静谧夜晚，互相关爱的家庭，注定不属于变种人，带着这样的宿命，去拼命寻找意义，带着被赋予的接近神的能力，却无法避免伤害他人。
感情分。墓碑X。
the last of us
英雄迟暮？哭毛哭，流水线再给你整一打超级英雄
所以这是什么？超级英雄剥削电影吗？#Superhero Exploitation Film#
严重过誉，顶多7分。X-men混搭The Last of Us再混搭Max Payen 3，特别是《马克思佩恩3》，狼叔的造型和全片的基调几乎全搬。剧本十分拖沓，重复且无推进的场景特别多，或许受限于成本，整体特别B级片，高潮决战还有点卡通低幼，而感情也绝对没达到泪目的程度。
片子挺好，但是仗着电影受众面比游戏广，大量抄袭The Last of Us好吗？两人闹翻那一场有的台词都是一样的。
影院裏女朋友在旁邊直說不哭了不哭了明明並沒有看過前兩部的我還真是沒用
十 to X  T.T 
从此再无金刚狼。|| 其实是个公路片+西部片，看着年迈的狼叔和教授除了悲壮就是心痛。虽说感情分居多吧但作为英雄片我还是满意的。去看了我能看到的第一场，字幕出来的时候大家都在鼓掌，散场的时候很多人都没有走，朋友基本从头到尾不是抓我胳膊就是抓我的手，结尾偷瞄了邻座小哥感觉在抹眼泪。
终于看了，再也不用被剧透折磨了。这片子真沉得住气！原来marvel也拍得出末日公路。最后一个镜头简直是爆炸式犯规。marvel you are supposed to make silly happy films....
只能给两星，情节平淡，冲突淡薄，人物也立不住，画面、风格也没有可圈点之处，和过往的X系列没法比，就连老罗根，因为日渐肥硕，也只能给肩膀以上的镜头。这部片子只是为了给休杰克曼一个告别的理由，对于热爱X战警的人来说，这部片子真的不够好。不过人生总会向前，金刚狼谢幕了，休杰克曼还正年轻…
"他不当X-Men，不愿自称Wolverine，以Logan之名，以履行父辈责任的方式，度过了这悲情人生中的最后一段时光。
很想牵住他的手，吻他的额头，让他别走。
但是一个时代终将结束，一个被称为父亲的英雄终将离去。"
不喜欢金刚狼系列就是因为他太苦了，所以死的时候我松了一口气，可怜的人终于不用再受折磨了。倒是我的查尔斯，年轻时意气风发，怎料会有这样的结局，令人难过。
狼叔和X教授的愿望是乘着逐日号去海上安安静静度过余生，而这终究也没能实现。最心痛的，那些熟悉的英雄人物熟悉的就像亲人朋友，你仿佛陪伴了他们一生，看着他们战斗，看着他们生活，看着他们变老，最终悲伤的看着他们离你而去
我靠！太好看了！以及这也可称为老年金刚狼版GTA5吧！
劳拉把地上的十字架斜过来变成了X，我的眼泪怎么就止不住了呢。
变种人好惨，原来逆转之后的未来也让人如此难过。
只想说删减15分钟的伤害真的很大。该炸裂的地方没有炸裂起来导致沉痛无可抒发。于是预告里西部片的悲怆感被拉平了。但总体还行吧，反英雄的设定不肤浅，拍出了他们的衰老挣扎和向往微小的温暖。结局反而没有想象中难过。毕竟不死之身真的太孤单了，死亡让使命终结，也让悲剧终结。休叔辛苦啦。
教授死，让人太伤心了。
狼叔1845年出生，到了2029年，他已经184岁了，虽然很多事他都不记得了，但是他的一生都没有经历过什么好事，杀死过自己的生父、爱人，还有数不清的人因他而死……最终一个年轻的他杀了他——永生设定的他终于可以死了！对于他来说这应该是最好的结局了吧。
#这个狼叔不太冷# 前半部分为制造剧情冲突强行令主角一行人智商掉线，全然没有“正在被追杀，对手很强大”的自觉，间接连累死了不少人。后期故事发展倒是在意料之外。为情怀和萝莉给足四星，也算是个对得起粉丝的落幕。
影院里女孩给男孩递纸巾，也是挺罕见的景象。
虽然都知道 但从来没想过看叉男系列会哭 也没想过不死之身会死 哭点太多了头疼😭😭😭父女梗百试百灵 
深沉悲壮，全片的质感非常好。虽然剧本没什么亮点，但是把这么两个有深厚积淀人物弄死太犯规了，几场感情爆点又拍的真好，唏嘘慢慢。苟活的墨西哥希望所在的加拿大，以及失落世界的美国，站在当下历史节点，意味深长。
休休腿賊tm長（。
我不该抱有漫威版《守望者》的期待。勉强三星。
拼命逆转的未来还是逃不开集体落寞么
给劳拉小姑娘的演技跪了 希望x甜x嫣多学习观摩 
英雄迟暮，落魄伤感，祖孙三代的逃亡，大叔与萝莉父女情。从来不是漫威粉丝，但喜欢这一部，因为太不漫威。抛开变种人、超能力，这就是部好看的暗黑风动作片，节奏也很压得住。不删减的话我能给五星。
罗根老矣，尚能战否？
看长相完全是快银的女儿啊！
暮年狼叔，幼嫩小狼女，和耄耋X教授三人的隐居家庭公路生活。生活化的情节，一家人的美好。配乐扣人心弦！编剧简直是强行结束金刚狼和老版X战警……Laura妹子有型有范到爆！！！凌厉嘶吼的姿态，凶狠强悍的动作，叛逆不羁的眼神，简直十足女版冬兵？长大后一定不得了！原来卡利班是Stephen Merchant演的！太喜欢他的一身遮阳行头和舒服英腔了！Boyd Holbrook帅哥哥的反派派头十足，痞里痞气！十→X，X-Men never die.
金刚狼前两部评分都不高，这一部也很一般，评分高估计是跟风和情怀吧
零点首映。算是近几年看过的最令人心疼的片子了，我不算狼叔粉，但看着曾经那么牛的英雄在虎落平阳实在不好受，休杰克曼拍这部完全是以文艺片的态度来对待的，电影中很多疲惫的眼神、还有那种深深的厌世感，确实非常考验演技。这样的谢幕虽然悲壮，也未尝不是最好的结局，毕竟还有孩子，还有新的希望。
英雄末路 晚景悽凉 本不应如此
类型与题材结合得恰如其分。
